id,clinic_name,clinic_address_1
8627,"Rich, Calhoun and Mcdowell Clinic","No.512/A, 43, Bharathiar Big Street, Gandhi Nagar, Katpadi, Vellore, Tamil Nadu - 632002. Ph: 0416-5674104"
8628,Stevens-Spencer Clinic,"No.535, 29, Indira North Street, Cross Cut Road, Peelamedu, Coimbatore, Tamil Nadu - 641004. Ph: 0422-8329628"
8629,"Fleming, Turner and Powers Clinic","No.112/1, 6, Anna Anna Street, Bharathidasan Road, Musiri, Tiruchirappalli, Tamil Nadu - 620005. Ph: 0431-7486650"
8630,Olson-Odom Clinic,"No.541, 31, Perumal Ambedkar Road, Bypass Road, Sholinghur, Ranipet, Tamil Nadu - 632508. Ph: 04172-4368106"
8631,Dyer-Oneill Clinic,"No.65/B, 39, Patel Cross Street, Market Street, Jayankondam, Ariyalur, Tamil Nadu - 621712. Ph: 04329-7568910"
8632,Green-Fitzgerald Clinic,"No.65/B, 4, Perumal Big Street, Market Street, Thirukalukundram, Chengalpet, Tamil Nadu - 603111. Ph: 044-5830428"
8633,"Velasquez, Brown and Meyer Clinic","No.972, 3, Anna 1st Street, Netaji Street, Neyveli, Cuddalore, Tamil Nadu - 607042. Ph: 04142-8689174"
8634,Santos Ltd Clinic,"No.583/1, 49, Subash Anna Street, Kalavasal, Madurai, Madurai, Tamil Nadu - 625014. Ph: 0452-4431808"
8635,Parker Group Clinic,"No.918/2, 19, APJ Kalam Old Street, Vellore Road, Arni, Tiruvannamalai, Tamil Nadu - 606616. Ph: 04175-7914066"
8636,"Bailey, Baker and Parker Clinic","No.762/A, 10, Indira Gandhi Road, Beach Road, Cuddalore, Cuddalore, Tamil Nadu - 607565. Ph: 04142-9253683"
8637,"Wu, Richardson and Myers Clinic","No.800, 34, Rajaji North Street, Trichy Road, Pollachi, Coimbatore, Tamil Nadu - 641033. Ph: 0422-5414995"
8638,Underwood Ltd Clinic,"No.789/B, 47, Patel North Street, Melapalayam, Nanguneri, Tirunelveli, Tamil Nadu - 627010. Ph: 0462-3289016"
8639,Norris Group Clinic,"No.756, 37, APJ Kalam North Street, Trichy Road, Alathur, Perambalur, Tamil Nadu - 621194. Ph: 04328-2197757"
8640,Ball Group Clinic,"No.972/1, 7, Shiva Kamaraj Road, Vellore Road, Jolarpettai, Tirupathur, Tamil Nadu - 635665. Ph: 04179-4417437"
8641,Schneider-Cole Clinic,"No.288/1, 45, Perumal Big Street, Raja Street, Orathanadu, Thanjavur, Tamil Nadu - 613009. Ph: 04362-9962547"
8642,Barnes LLC Clinic,"No.613/B, 26, Perumal 3rd Street, Kangeyam Road, Avinashi, Tiruppur, Tamil Nadu - 641622. Ph: 0421-2281259"
8643,Brown-Odonnell Clinic,"No.491/1, 25, Vinayagar South Street, Sainathapuram, Wallajah, Vellore, Tamil Nadu - 632008. Ph: 0416-5669139"
8644,"Miller, Mack and Rodgers Clinic","No.981/2, 18, Patel North Street, Rajiv Gandhi Salai, Tambaram, Chennai, Tamil Nadu - 600029. Ph: 044-7767725"
8645,Daniels-Ayers Clinic,"No.590/2, 26, APJ Kalam Hospital Road, Shevapet, Mettur, Salem, Tamil Nadu - 636002. Ph: 0427-5839255"
8646,Garcia Inc Clinic,"No.488/1, 38, Indira Cross Street, Hospital Street, Sirkazhi, Nagapattinam, Tamil Nadu - 611054. Ph: 04365-7393876"
8647,"Bradley, Carney and Wise Clinic","No.924/2, 37, Patel 2nd Street, Ammapet, Rasipuram, Salem, Tamil Nadu - 636016. Ph: 0427-2248521"
8648,Garcia and Sons Clinic,"No.660, 25, Murugan Tank Street, Nanjikottai Road, Papanasam, Thanjavur, Tamil Nadu - 613001. Ph: 04362-4928550"
8649,Mcdonald-Fox Clinic,"No.419/2, 26, Bharathiar New Street, Bypass Road, Aravakurichi, Karur, Tamil Nadu - 639087. Ph: 04324-8262335"
8650,Summers Group Clinic,"No.786/A, 7, Nehru Nehru Street, Bharathidasan Road, Kulithalai, Tiruchirappalli, Tamil Nadu - 620012. Ph: 0431-9939464"
8651,Mendoza Ltd Clinic,"No.595, 31, Bharathiar 2nd Street, Bay View Road, Kamuthi, Ramanathapuram, Tamil Nadu - 623792. Ph: 04567-7442457"
8652,"Mahoney, Gillespie and Hodge Clinic","No.345, 6, Nehru Bazaar Street, OMR Road, Pondicherry Border, Chengalpet, Tamil Nadu - 603101. Ph: 044-2019867"
8653,Walters LLC Clinic,"No.959/A, 7, Bharathiar New Street, SIPCOT Road, Arcot, Ranipet, Tamil Nadu - 632503. Ph: 04172-8905470"
8654,Smith Inc Clinic,"No.962/A, 6, Nehru School Road, Bypass Road, Kurumbalur, Perambalur, Tamil Nadu - 621168. Ph: 04328-7713620"
8655,Morris-Padilla Clinic,"No.274/B, 20, Subash Big Street, Gandhi Road, Madurantakam, Kancheepuram, Tamil Nadu - 631504. Ph: 044-6120163"
8656,Brown-Martin Clinic,"No.178/B, 48, Subash Raja Street, Trichy Road, Udayarpalayam, Ariyalur, Tamil Nadu - 621728. Ph: 04329-2040467"
8657,"Lewis, Graham and Rivera Clinic","No.48, 27, Subash 1st Street, Market Street, Ulundurpet, Kallakurichi, Tamil Nadu - 606211. Ph: 04151-2456508"
8658,White-Peterson Clinic,"No.957/1, 15, Periyar Cross Street, Millerpuram Road, Thoothukudi, Thoothukudi, Tamil Nadu - 628336. Ph: 0461-9385075"
8659,Walker Ltd Clinic,"No.487/B, 32, MGR North Street, Vannarpettai, Ambasamudram, Tirunelveli, Tamil Nadu - 627008. Ph: 0462-4353748"
8660,Martin PLC Clinic,"No.626, 5, Rajiv Raja Street, Hospital Road, Tiruppattur, Sivaganga, Tamil Nadu - 630162. Ph: 04575-5070774"
8661,"Williams, Hansen and Black Clinic","No.701, 15, Indira 2nd Street, Collectorate Road, Karambakudi, Pudukottai, Tamil Nadu - 622266. Ph: 04322-2595032"
8662,Maxwell-Peters Clinic,"No.236/A, 32, Perumal Market Street, High Ground Road, Nanguneri, Tirunelveli, Tamil Nadu - 627012. Ph: 0462-8749196"
8663,"Short, Paul and Robinson Clinic","No.551, 32, Periyar 1st Street, Kamaraj Salai, Paravai, Madurai, Tamil Nadu - 625016. Ph: 0452-5150607"
8664,Klein Group Clinic,"No.945/B, 35, Kamaraj East Street, Market Road, Srivilliputhur, Virudhunagar, Tamil Nadu - 626153. Ph: 04562-9329891"
8665,"Short, Rodriguez and Jordan Clinic","No.975/A, 12, Perumal Raja Street, Market Street, Tirupathur, Tirupathur, Tamil Nadu - 635771. Ph: 04179-9370555"
8666,Brown-Ross Clinic,"No.23/2, 28, Indira Big Street, Market Street, Walajah, Ranipet, Tamil Nadu - 632489. Ph: 04172-2990809"
8667,Long Ltd Clinic,"No.191, 23, Perumal New Street, Bypass Road, Madurai, Madurai, Tamil Nadu - 625022. Ph: 0452-7584229"
8668,Saunders Ltd Clinic,"No.88, 11, Shiva Kovil Street, Gandhi Nagar, Perambur, Chennai, Tamil Nadu - 600018. Ph: 044-6857226"
8669,Miller LLC Clinic,"No.438/B, 27, Subash Old Street, Beach Road, Kovilpatti, Thoothukudi, Tamil Nadu - 628772. Ph: 0461-2950734"
8670,Baker-Yang Clinic,"No.282/A, 3, Rajaji 2nd Street, Salai Road, KK Nagar, Tiruchirappalli, Tamil Nadu - 620008. Ph: 0431-4700975"
8671,"Ramirez, Ruiz and Greer Clinic","No.995/B, 43, Mariamman Raja Street, Krishnagiri Road, Ambur, Tirupathur, Tamil Nadu - 635618. Ph: 04179-7697262"
8672,"Suarez, Lawrence and Knox Clinic","No.167/2, 47, Anna Market Street, Cross Cut Road, Sulur, Coimbatore, Tamil Nadu - 641004. Ph: 0422-5262762"
8673,"Cline, Thomas and Gay Clinic","No.974/B, 25, Subash Kovil Street, Trichy Road, Tiruppattur, Sivaganga, Tamil Nadu - 630251. Ph: 04575-9760271"
8674,Shaffer-Herman Clinic,"No.669, 6, Vinayagar Market Street, Chennai Road, Polur, Tiruvannamalai, Tamil Nadu - 606808. Ph: 04175-9296762"
8675,"Smith, Smith and Friedman Clinic","No.206/A, 36, Bharathiar Periyar Street, Rockfort Road, KK Nagar, Tiruchirappalli, Tamil Nadu - 620005. Ph: 0431-2623242"
8676,"Bell, Hernandez and French Clinic","No.759, 14, Periyar Kovil Street, Raja Street, Orathanadu, Thanjavur, Tamil Nadu - 613010. Ph: 04362-3481368"
8677,White LLC Clinic,"No.421/2, 20, Patel Cross Street, Salem Road, Bargur, Krishnagiri, Tamil Nadu - 635033. Ph: 04343-4900146"
8678,Ellison-Grant Clinic,"No.828, 38, Subash Periyar Street, Kumaran Road, Tiruppur, Tiruppur, Tamil Nadu - 641653. Ph: 0421-2888184"
8679,"Spears, Ryan and Morris Clinic","No.898/2, 4, Kamaraj North Street, Big Bazaar Street, Tirupur, Coimbatore, Tamil Nadu - 641111. Ph: 0422-4317134"
8680,Alexander Ltd Clinic,"No.856, 42, Gandhi Nehru Street, NGO Colony, Sankarankovil, Tirunelveli, Tamil Nadu - 627005. Ph: 0462-5511329"
8681,Anderson-Miller Clinic,"No.232, 39, Rajaji Bazaar Street, Bypass Road, Madurantakam, Chengalpet, Tamil Nadu - 603030. Ph: 044-4959019"
8682,Donaldson and Sons Clinic,"No.500, 9, Patel North Street, Anna Salai, Kodambakkam, Chennai, Tamil Nadu - 600066. Ph: 044-2847569"
8683,Carey Ltd Clinic,"No.191, 2, Indira Hospital Road, Five Roads, Namakkal, Salem, Tamil Nadu - 636006. Ph: 0427-2189955"
8684,Grimes and Sons Clinic,"No.868/2, 1, Bharathiar Gandhi Road, Salem Road, Tirukoilur, Kallakurichi, Tamil Nadu - 606213. Ph: 04151-5590390"
8685,Kelley Ltd Clinic,"No.965/2, 26, Perumal Hospital Road, Nanjikottai Road, Orathanadu, Thanjavur, Tamil Nadu - 613008. Ph: 04362-6737963"
8686,Dixon-Everett Clinic,"No.121/A, 34, Rajiv 1st Street, Kamaraj Salai, Anna Nagar, Madurai, Tamil Nadu - 625008. Ph: 0452-5245759"
8687,Rodriguez-Payne Clinic,"No.981/A, 38, Bharathiar Kovil Street, DB Road, Kinathukadavu, Coimbatore, Tamil Nadu - 641001. Ph: 0422-3791851"
8688,"Mann, Ross and Edwards Clinic","No.1/2, 48, Gandhi Kovil Street, Charing Cross Road, Coonoor, Nilgiris, Tamil Nadu - 643235. Ph: 0423-8429464"
8689,Scott Group Clinic,"No.406/2, 6, APJ Kalam Kovil Street, Market Street, Rameswaram, Ramanathapuram, Tamil Nadu - 623657. Ph: 04567-8611978"
8690,"Gill, Page and Neal Clinic","No.925/B, 44, Murugan Bazaar Street, Market Street, Kadayanallur, Tenkasi, Tamil Nadu - 627843. Ph: 04633-4065600"
8691,Hoffman Inc Clinic,"No.989/1, 26, Periyar Hospital Road, Hospital Street, Tiruvarur, Tiruvarur, Tamil Nadu - 614253. Ph: 04366-2723511"
8692,Ramirez-Johnson Clinic,"No.830, 41, Subash Old Street, Salem Road, Veppanthattai, Perambalur, Tamil Nadu - 621101. Ph: 04328-8463848"
8693,Johnson-Johnson Clinic,"No.207, 8, Mariamman Nehru Street, Kamaraj Salai, Paravai, Madurai, Tamil Nadu - 625021. Ph: 0452-5676973"
8694,Harrison and Sons Clinic,"No.831, 24, Anna Old Street, Hospital Road, Aruppukkottai, Virudhunagar, Tamil Nadu - 626164. Ph: 04562-5860072"
8695,Johnson-Jenkins Clinic,"No.650/A, 3, Subash 2nd Street, Cross Cut Road, Coimbatore, Coimbatore, Tamil Nadu - 641076. Ph: 0422-3116224"
8696,Alexander PLC Clinic,"No.20/2, 7, Murugan New Street, Market Street, Tenkasi, Tenkasi, Tamil Nadu - 627811. Ph: 04633-2790218"
8697,Evans Inc Clinic,"No.923/B, 12, Indira Cross Street, Race Course Road, Kinathukadavu, Coimbatore, Tamil Nadu - 641058. Ph: 0422-4057927"
8698,Walls and Sons Clinic,"No.71/A, 25, Rajaji South Street, Gandhi Nagar, Anna Nagar, Chennai, Tamil Nadu - 600091. Ph: 044-9405637"
8699,"Frank, Jackson and Vaughn Clinic","No.934, 7, Vivekananda East Street, Gandhi Street, Gingee, Villupuram, Tamil Nadu - 605474. Ph: 04146-7531708"
8700,Scott-Hurley Clinic,"No.851/1, 50, Rajiv Hospital Road, Kumbakonam Road, Papanasam, Tiruvarur, Tamil Nadu - 614570. Ph: 04366-8387320"
8701,Wagner PLC Clinic,"No.558, 34, Mariamman Old Street, Mysore Road, Gudalur, Nilgiris, Tamil Nadu - 643239. Ph: 0423-3772466"
8702,"Martinez, Medina and Hernandez Clinic","No.195/1, 4, Mariamman Cross Street, Nagapattinam Road, Poompuhar, Mayiladuthurai, Tamil Nadu - 609572. Ph: 04364-6774978"
8703,Davis Inc Clinic,"No.459, 42, Ambedkar Kovil Street, Big Bazaar Street, RS Puram, Coimbatore, Tamil Nadu - 641007. Ph: 0422-2167789"
8704,Webb and Sons Clinic,"No.914/1, 47, APJ Kalam 3rd Street, Poonamallee High Road, Kodambakkam, Chennai, Tamil Nadu - 600060. Ph: 044-7694324"
8705,Khan-Mcneil Clinic,"No.593/B, 33, Rajiv Ambedkar Road, Omalur Road, Attur, Salem, Tamil Nadu - 636001. Ph: 0427-3131168"
8706,"Potts, Holt and Estrada Clinic","No.568/1, 26, Mariamman Old Street, Krishnagiri Road, Tirupathur, Tirupathur, Tamil Nadu - 635768. Ph: 04179-4025795"
8707,Jones Ltd Clinic,"No.696/A, 37, Kamaraj Big Street, Nanjikottai Road, Budalur, Thanjavur, Tamil Nadu - 613005. Ph: 04362-5200705"
8708,Matthews-Baird Clinic,"No.681/1, 14, Shiva Bazaar Street, Maruthamalai Road, Mettupalayam, Coimbatore, Tamil Nadu - 641018. Ph: 0422-2176792"
8709,Kennedy-King Clinic,"No.968, 29, Rajaji Bazaar Street, Nehru Street, Ambattur, Chennai, Tamil Nadu - 600066. Ph: 044-8819785"
8710,"Evans, Dyer and Davis Clinic","No.994/B, 17, Nehru Market Street, Kamaraj Road, Avinashi, Tiruppur, Tamil Nadu - 641661. Ph: 0421-8517868"
8711,"Robinson, Murillo and Chang Clinic","No.469/1, 26, Bharathiar 2nd Street, Kangeyam Road, Udumalpet, Tiruppur, Tamil Nadu - 641664. Ph: 0421-8599285"
8712,Lang-Alvarez Clinic,"No.195, 2, Mariamman Anna Street, Sainathapuram, Vaniyambadi, Vellore, Tamil Nadu - 632007. Ph: 0416-8581769"
8713,Lynch-Rivera Clinic,"No.558, 34, Periyar South Street, East Car Street, Mayiladuthurai, Nagapattinam, Tamil Nadu - 611092. Ph: 04365-9081434"
8714,Edwards-Hanna Clinic,"No.146/A, 46, Murugan 2nd Street, Kagithapuram, Vaniyambadi, Vellore, Tamil Nadu - 632013. Ph: 0416-7407780"
8715,"Tanner, Warner and Espinoza Clinic","No.814/B, 38, Patel Gandhi Road, Hospital Road, Gudalur, Nilgiris, Tamil Nadu - 643101. Ph: 0423-3801018"
8716,"Jackson, Jones and Goodwin Clinic","No.214, 13, Murugan Main Road, Salem Road, Sankarapuram, Kallakurichi, Tamil Nadu - 606204. Ph: 04151-7760653"
8717,"Chandler, Riley and Williamson Clinic","No.76, 41, Shiva Gandhi Road, VOC Road, Gobichettipalayam, Erode, Tamil Nadu - 638001. Ph: 0424-5070961"
8718,"Levine, Bass and Hoffman Clinic","No.380/B, 12, Anna Cross Street, Old Mahabalipuram Road, T.Nagar, Chennai, Tamil Nadu - 600087. Ph: 044-5513669"
8719,Welch Group Clinic,"No.51/1, 26, Subash Kovil Street, Race Course Road, Mettupalayam, Coimbatore, Tamil Nadu - 641111. Ph: 0422-5914286"
8720,Mccormick Ltd Clinic,"No.458/2, 49, Anna Main Road, Market Street, Andimadam, Ariyalur, Tamil Nadu - 621724. Ph: 04329-5874212"
8721,Frank Inc Clinic,"No.955/1, 34, MGR Bazaar Street, Cauvery Road, Kangeyam, Erode, Tamil Nadu - 638009. Ph: 0424-7316813"
8722,Clark Group Clinic,"No.469/2, 44, Vivekananda Big Street, Hospital Road, Andimadam, Ariyalur, Tamil Nadu - 621720. Ph: 04329-2692648"
8723,"Mckinney, Ruiz and Wells Clinic","No.987/A, 4, Anna Cross Street, OMR Road, Madurantakam, Chengalpet, Tamil Nadu - 603024. Ph: 044-7440404"
8724,Roberts-Myers Clinic,"No.495, 23, Indira Ambedkar Road, Cherry Road, Omalur, Salem, Tamil Nadu - 636008. Ph: 0427-5269078"
8725,Clark Inc Clinic,"No.191, 31, Anna North Street, Chinthamani Road, Manachanallur, Tiruchirappalli, Tamil Nadu - 620014. Ph: 0431-4210356"
8726,"Ayers, Hicks and Wu Clinic","No.861/A, 21, Vinayagar Kamaraj Road, Race Course Road, Saibaba Colony, Coimbatore, Tamil Nadu - 641104. Ph: 0422-7002835"
8727,"Strickland, Cook and Henderson Clinic","No.738/A, 42, Vivekananda Main Road, Bypass Road, Uthamapalayam, Theni, Tamil Nadu - 625513. Ph: 04546-7375021"
8728,Harris Ltd Clinic,"No.366/A, 23, Nehru 2nd Street, Big Bazaar Street, Coimbatore, Coimbatore, Tamil Nadu - 641073. Ph: 0422-2101777"
8729,Daniels-Kelly Clinic,"No.946/1, 10, Kamaraj North Street, Mill Street, Palladam, Tiruppur, Tamil Nadu - 641675. Ph: 0421-3717205"
8730,Jacobs Inc Clinic,"No.84, 17, Anna Anna Street, Vellore Road, Arcot, Ranipet, Tamil Nadu - 632437. Ph: 04172-4110186"
8731,Lara-Dominguez Clinic,"No.176, 2, Vinayagar West Street, Collectorate Road, Thirumayam, Pudukottai, Tamil Nadu - 622294. Ph: 04322-2919107"
8732,"Browning, Moore and Daniel Clinic","No.660/1, 1, Rajaji 3rd Street, VOC Road, Perundurai, Erode, Tamil Nadu - 638011. Ph: 0424-5483514"
8733,Morales PLC Clinic,"No.542/1, 14, Subash Bazaar Street, Kumbakonam Road, Papanasam, Tiruvarur, Tamil Nadu - 610571. Ph: 04366-8856450"
8734,Ward Inc Clinic,"No.365/2, 21, Ambedkar Raja Street, Oppanakara Street, Gandhipuram, Coimbatore, Tamil Nadu - 641104. Ph: 0422-9581707"
8735,"Wilson, Kerr and Manning Clinic","No.333/A, 16, Rajiv Ambedkar Road, Brough Road, Perundurai, Erode, Tamil Nadu - 638002. Ph: 0424-5189942"
8736,Aguilar Group Clinic,"No.56/B, 35, Indira Hospital Road, Perumal Koil Street, Namakkal, Salem, Tamil Nadu - 636007. Ph: 0427-8433724"
8737,"Olson, Adkins and Long Clinic","No.737/2, 44, Rajiv 2nd Street, Ammapet, Mettur, Salem, Tamil Nadu - 636004. Ph: 0427-3315652"
8738,Thompson-Vargas Clinic,"No.803/A, 47, APJ Kalam South Street, Bypass Road, Usilampatti, Madurai, Tamil Nadu - 625015. Ph: 0452-4743350"
8739,Robbins-Montoya Clinic,"No.939, 27, Ambedkar Gandhi Road, Vellore Road, Sholinghur, Ranipet, Tamil Nadu - 632500. Ph: 04172-6604985"
8740,Torres PLC Clinic,"No.625, 33, Nehru Kamaraj Road, Madurai Road, Aruppukkottai, Virudhunagar, Tamil Nadu - 626043. Ph: 04562-9551148"
8741,"Bray, Allen and Hampton Clinic","No.685, 22, Bharathiar Tank Street, Maruthamalai Road, Pollachi, Coimbatore, Tamil Nadu - 641083. Ph: 0422-2621718"
8742,"Fernandez, Pittman and Skinner Clinic","No.813/B, 11, Murugan New Street, Promenade Road, Trichy, Tiruchirappalli, Tamil Nadu - 620021. Ph: 0431-8254334"
8743,"Evans, Smith and Smith Clinic","No.117/A, 40, Nehru Hospital Road, Periyar Bus Stand Road, KK Nagar, Madurai, Tamil Nadu - 625022. Ph: 0452-2996333"
8744,Scott Inc Clinic,"No.904/1, 34, Vinayagar School Road, Bay View Road, Kamuthi, Ramanathapuram, Tamil Nadu - 623780. Ph: 04567-9793317"
8745,Smith Group Clinic,"No.273/A, 45, Perumal 1st Street, West Car Street, Nannilam, Tiruvarur, Tamil Nadu - 612366. Ph: 04366-2191186"
8746,Bullock-Jones Clinic,"No.875, 21, Periyar Main Road, Palani Road, Vedasandur, Dindigul, Tamil Nadu - 624703. Ph: 0451-6915020"
8747,Campbell and Sons Clinic,"No.460, 39, Murugan Main Road, Big Bazaar Street, Gandhipuram, Coimbatore, Tamil Nadu - 641113. Ph: 0422-3160957"
8748,Contreras-Vasquez Clinic,"No.628, 35, APJ Kalam 3rd Street, Kagithapuram, Ambur, Vellore, Tamil Nadu - 632010. Ph: 0416-6123836"
8749,"Franco, Copeland and Bell Clinic","No.90, 26, Subash South Street, Subash Road, Virudhachalam, Cuddalore, Tamil Nadu - 607364. Ph: 04142-8879269"
8750,Hill-Schmitt Clinic,"No.195/2, 49, Murugan New Street, Madurai Road, Karambakudi, Pudukottai, Tamil Nadu - 622218. Ph: 04322-3496988"
8751,"Davis, Grant and Landry Clinic","No.643, 14, Indira Hospital Road, Mathur Road, Hosur, Krishnagiri, Tamil Nadu - 635100. Ph: 04343-9439586"
8752,"Weber, Davis and Ruiz Clinic","No.28/B, 7, Shiva Old Street, Erode Road, Karur, Karur, Tamil Nadu - 639087. Ph: 04324-8302350"
8753,"Graham, Deleon and Davis Clinic","No.311, 6, Mariamman School Road, Maruthamalai Road, Sulur, Coimbatore, Tamil Nadu - 641034. Ph: 0422-7423423"
8754,"Brown, Graves and Hernandez Clinic","No.546/A, 44, MGR New Street, Promenade Road, KK Nagar, Tiruchirappalli, Tamil Nadu - 620016. Ph: 0431-7232674"
8755,Day-Velazquez Clinic,"No.424/A, 3, Mariamman Big Street, Bangalore Road, Krishnagiri, Krishnagiri, Tamil Nadu - 635092. Ph: 04343-3992210"
8756,"Griffith, Mendoza and Gallegos Clinic","No.707/A, 37, Bharathiar Anna Street, Hospital Road, Harur, Dharmapuri, Tamil Nadu - 636785. Ph: 04342-3812160"
8757,Johnson Group Clinic,"No.288, 22, Anna New Street, Arcot Road, Gudiyatham, Vellore, Tamil Nadu - 632001. Ph: 0416-9693344"
8758,Chavez-Peterson Clinic,"No.453/B, 15, Anna Cross Street, Railway Station Road, Dindigul, Dindigul, Tamil Nadu - 624233. Ph: 0451-3054925"
8759,"Sanders, Cross and Roberts Clinic","No.473/1, 6, Bharathiar South Street, Palladam Road, Tiruppur, Tiruppur, Tamil Nadu - 641628. Ph: 0421-9599561"
8760,Sanders LLC Clinic,"No.502, 28, Murugan 3rd Street, Cumbum Road, Uthamapalayam, Theni, Tamil Nadu - 625568. Ph: 04546-4877648"
8761,"Miller, Montgomery and Garcia Clinic","No.498/A, 20, Rajaji Main Road, Subash Road, Bhuvanagiri, Cuddalore, Tamil Nadu - 607044. Ph: 04142-7832122"
8762,Kennedy Ltd Clinic,"No.251, 2, Vinayagar Hospital Road, Shevapet, Fairlands, Salem, Tamil Nadu - 636008. Ph: 0427-8217218"
8763,"Mckee, Gonzales and Sparks Clinic","No.486/2, 50, Vinayagar West Street, Cross Cut Road, Mettupalayam, Coimbatore, Tamil Nadu - 641060. Ph: 0422-9102710"
8764,"Tucker, Mason and Randall Clinic","No.23/2, 36, Indira Market Street, Krishnagiri Road, Dharmapuri, Dharmapuri, Tamil Nadu - 636797. Ph: 04342-5236608"
8765,"Davis, Johnson and Greer Clinic","No.27/A, 18, Vinayagar Market Street, Nehru Street, Peelamedu, Coimbatore, Tamil Nadu - 641087. Ph: 0422-6618981"
8766,Shepherd LLC Clinic,"No.228/B, 4, Patel Bazaar Street, Gandhi Nagar, Andimadam, Ariyalur, Tamil Nadu - 621719. Ph: 04329-5105623"
8767,Shaw-Fisher Clinic,"No.264, 2, MGR Kovil Street, Hospital Road, Bhuvanagiri, Cuddalore, Tamil Nadu - 607691. Ph: 04142-9778044"
8768,Torres Inc Clinic,"No.45/B, 20, Shiva North Street, Anna Salai, Adyar, Chennai, Tamil Nadu - 600066. Ph: 044-3059825"
8769,Macias Ltd Clinic,"No.203/2, 3, Rajaji Nehru Street, Poonamallee High Road, Nungambakkam, Chennai, Tamil Nadu - 600018. Ph: 044-4779392"
8770,"Boone, Rosario and Ruiz Clinic","No.334/B, 38, Mariamman East Street, Market Road, Srivilliputhur, Virudhunagar, Tamil Nadu - 626094. Ph: 04562-4101368"
8771,"Weaver, Cline and Novak Clinic","No.244/1, 29, Vivekananda Bazaar Street, Trichy Road, Kunnam, Perambalur, Tamil Nadu - 621123. Ph: 04328-8193261"
8772,"Moreno, Padilla and Rice Clinic","No.892, 15, Bharathiar Raja Street, Oppanakara Street, Mettupalayam, Coimbatore, Tamil Nadu - 641014. Ph: 0422-3161905"
8773,Benton-Torres Clinic,"No.596/2, 25, Vinayagar Main Road, Bay View Road, Mandapam, Ramanathapuram, Tamil Nadu - 623800. Ph: 04567-7979802"
8774,Morris-Hartman Clinic,"No.134/A, 15, Murugan South Street, Cross Cut Road, Gandhipuram, Coimbatore, Tamil Nadu - 641010. Ph: 0422-7475013"
8775,"Barron, Raymond and Sawyer Clinic","No.7/1, 39, Perumal Old Street, Old Bus Stand Road, Krishnagiri, Krishnagiri, Tamil Nadu - 635032. Ph: 04343-4245330"
8776,Riley-Montoya Clinic,"No.238/A, 22, Ambedkar Main Road, Commercial Road, Udhagamandalam, Nilgiris, Tamil Nadu - 643221. Ph: 0423-4928897"
8777,Todd and Sons Clinic,"No.38, 39, Bharathiar Cross Street, Market Street, Sholinghur, Ranipet, Tamil Nadu - 632468. Ph: 04172-5144774"
8778,Todd Ltd Clinic,"No.729, 21, Nehru Hospital Road, Ammapet, Mettur, Salem, Tamil Nadu - 636006. Ph: 0427-8857562"
8779,"Harper, White and Aguirre Clinic","No.170/2, 46, Mariamman New Street, Vellore Road, Vandavasi, Tiruvannamalai, Tamil Nadu - 606609. Ph: 04175-5811718"
8780,Cruz Group Clinic,"No.129, 25, Rajiv Kovil Street, Promenade Road, Lalgudi, Tiruchirappalli, Tamil Nadu - 620019. Ph: 0431-7560674"
8781,Johnson-Middleton Clinic,"No.578/A, 37, Murugan 2nd Street, Ammapet, Fairlands, Salem, Tamil Nadu - 636003. Ph: 0427-4184760"
8782,Dixon-Yoder Clinic,"No.887/2, 16, Vivekananda Main Road, Cross Cut Road, Annur, Coimbatore, Tamil Nadu - 641113. Ph: 0422-8474544"
8783,"Barrera, Romero and Walsh Clinic","No.996/A, 4, Gandhi Old Street, Kamaraj Salai, Thirumangalam, Madurai, Tamil Nadu - 625015. Ph: 0452-6983501"
8784,Smith Inc Clinic,"No.91/A, 21, Perumal Cross Street, Race Course Road, Pollachi, Coimbatore, Tamil Nadu - 641018. Ph: 0422-6178154"
8785,Medina Inc Clinic,"No.416/2, 6, Shiva Ambedkar Road, Courtallam Road, Tenkasi, Tenkasi, Tamil Nadu - 627837. Ph: 04633-7960442"
8786,Ford Group Clinic,"No.334/2, 5, Mariamman North Street, Krishnagiri Road, Dharmapuri, Dharmapuri, Tamil Nadu - 636759. Ph: 04342-7369463"
8787,Richards-Weber Clinic,"No.804/A, 38, Nehru Gandhi Road, Oppanakara Street, RS Puram, Coimbatore, Tamil Nadu - 641104. Ph: 0422-2664489"
8788,"Riddle, Wilson and Valdez Clinic","No.464/A, 22, Gandhi Hospital Road, Gandhi Nagar, Gudiyatham, Vellore, Tamil Nadu - 632006. Ph: 0416-5950526"
8789,Garner-Robertson Clinic,"No.207, 17, Mariamman East Street, Gandhi Nagar, Karambakudi, Pudukottai, Tamil Nadu - 622477. Ph: 04322-4029104"
8790,Jenkins-Smith Clinic,"No.236, 48, Nehru Big Street, Anna Salai, Chromepet, Chennai, Tamil Nadu - 600016. Ph: 044-4330106"
8791,Ross-Wright Clinic,"No.545/A, 27, Nehru 2nd Street, Sathyamangalam Road, Pollachi, Coimbatore, Tamil Nadu - 641109. Ph: 0422-3270722"
