id,clinic_name,clinic_address_1
7103,"Lewis, Jones and Peters Clinic","No.44/1, 18, Bharathiar New Street, Oppanakara Street, Pollachi, Coimbatore, Tamil Nadu - 641079. Ph: 0422-7892447"
7104,"Matthews-Long Clinic","No.956/1, 26, Vinayagar Cross Street, Chinthamani Road, Ariyamangalam, Tiruchirappalli, Tamil Nadu - 620006. Ph: 0431-2724501"
7105,"Mitchell, Johnson and Le Clinic","No.599, 3, Gandhi Nehru Street, Palladam Road, Uthukuli, Tiruppur, Tamil Nadu - 641670. Ph: 0421-2128220"
7106,"Thompson-Miller Clinic","No.926/2, 13, Gandhi Tank Street, Old Trunk Road, Tiruppur, Tiruppur, Tamil Nadu - 641641. Ph: 0421-8949511"
7107,"Soto-Lambert Clinic","No.199/1, 10, Ambedkar 2nd Street, Salem Road, Kumarapalayam, Namakkal, Tamil Nadu - 637163. Ph: 04286-8389299"
7108,"Gonzalez, Simon and Woods Clinic","No.140/2, 6, Gandhi Hospital Road, Courtallam Road, Sankarankovil, Tenkasi, Tamil Nadu - 627858. Ph: 04633-6664991"
7109,"Wilson and Sons Clinic","No.767, 15, Mariamman Raja Street, Junction Main Road, Namakkal, Salem, Tamil Nadu - 636012. Ph: 0427-9070245"
7110,"Moon PLC Clinic","No.144, 4, Subash Anna Street, GST Road, Chennai, Chennai, Tamil Nadu - 600071. Ph: 044-5514997"
7111,"Lee-Russell Clinic","No.989/B, 29, Shiva Kovil Street, Gandhi Road, Uthiramerur, Kancheepuram, Tamil Nadu - 631532. Ph: 044-5739442"
7112,"Lynn-Wright Clinic","No.581/2, 31, APJ Kalam Raja Street, Old Mahabalipuram Road, Adyar, Chennai, Tamil Nadu - 600045. Ph: 044-6786016"
7113,"Riley, Perez and Woodward Clinic","No.86/1, 12, Vivekananda Nehru Street, GST Road, Thirukalukundram, Chengalpet, Tamil Nadu - 603208. Ph: 044-7164380"
7114,"Johnson, Fletcher and Kerr Clinic","No.507/B, 45, Mariamman 1st Street, Chennai Road, Ranipet, Ranipet, Tamil Nadu - 632435. Ph: 04172-4916084"
7115,"Espinoza-Chase Clinic","No.22/2, 11, Patel North Street, Palani Road, Natham, Dindigul, Tamil Nadu - 624136. Ph: 0451-4908463"
7116,"Smith, Dunn and Brown Clinic","No.89, 41, Indira Bazaar Street, Salem Road, Namakkal, Namakkal, Tamil Nadu - 637325. Ph: 04286-4640186"
7117,"Mays Inc Clinic","No.226/A, 3, Nehru Hospital Road, Trichy Road, Annur, Coimbatore, Tamil Nadu - 641063. Ph: 0422-3844594"
7118,"Baxter-Mack Clinic","No.834/1, 27, Kamaraj Market Street, Hospital Road, Jolarpettai, Tirupathur, Tamil Nadu - 635638. Ph: 04179-2711530"
7119,"Martinez PLC Clinic","No.186, 41, Shiva Big Street, Krishnagiri Road, Tirupathur, Tirupathur, Tamil Nadu - 635627. Ph: 04179-8328822"
7120,"Gray-Henry Clinic","No.710/1, 10, Vinayagar Nehru Street, Kumbakonam Road, Tiruvarur, Tiruvarur, Tamil Nadu - 610099. Ph: 04366-6074528"
7121,"Cummings Inc Clinic","No.292, 2, Bharathiar Market Street, Market Street, Tiruchengode, Namakkal, Tamil Nadu - 637288. Ph: 04286-2142985"
7122,"Foster-Harris Clinic","No.236/2, 46, Rajiv New Street, SIPCOT Road, Arakkonam, Ranipet, Tamil Nadu - 632460. Ph: 04172-5749812"
7123,"Cox-Butler Clinic","No.730, 37, Rajiv Old Street, Alagar Kovil Road, Melur, Madurai, Tamil Nadu - 625020. Ph: 0452-2297321"
7124,"Jackson, Cortez and Schmitt Clinic","No.976, 12, Shiva 1st Street, Market Street, Rameswaram, Ramanathapuram, Tamil Nadu - 623572. Ph: 04567-5303999"
7125,"Crosby, Terry and Carrillo Clinic","No.334, 3, Rajiv Market Street, Alagar Kovil Road, Madurai, Madurai, Tamil Nadu - 625020. Ph: 0452-3602789"
7126,"Smith Inc Clinic","No.215, 10, Rajaji Old Street, Alagar Kovil Road, Madurai, Madurai, Tamil Nadu - 625019. Ph: 0452-9817404"
7127,"Cooper, Melendez and Patterson Clinic","No.824/2, 1, Anna West Street, Sankari Road, Namakkal, Namakkal, Tamil Nadu - 637337. Ph: 04286-9800761"
7128,"Heath, Long and Strong Clinic","No.979/1, 21, Rajaji Main Road, Arcot Road, Vaniyambadi, Vellore, Tamil Nadu - 632007. Ph: 0416-8689979"
7129,"Richardson-Walters Clinic","No.951/A, 30, Mariamman School Road, Alagar Kovil Road, Usilampatti, Madurai, Tamil Nadu - 625004. Ph: 0452-2439917"
7130,"Wong, Page and Anderson Clinic","No.785/2, 9, APJ Kalam Raja Street, Saradha College Road, Mettur, Salem, Tamil Nadu - 636012. Ph: 0427-3687570"
7131,"Sanchez-Garcia Clinic","No.110/2, 32, Indira Market Street, Bye Pass Road, Tenkasi, Tirunelveli, Tamil Nadu - 627003. Ph: 0462-7926014"
7132,"Walker Group Clinic","No.267/1, 21, Shiva Nehru Street, NGO Colony, Palayamkottai, Tirunelveli, Tamil Nadu - 627013. Ph: 0462-6561851"
7133,"Terrell, Brown and Merritt Clinic","No.342/2, 30, Gandhi West Street, Cauvery Road, Perundurai, Erode, Tamil Nadu - 638003. Ph: 0424-9215782"
7134,"Velasquez Ltd Clinic","No.122, 35, Subash South Street, Nehru Street, Chennai, Chennai, Tamil Nadu - 600102. Ph: 044-8900435"
7135,"Chapman Ltd Clinic","No.310/2, 44, Vinayagar Cross Street, Ayyasamy Road, Budalur, Thanjavur, Tamil Nadu - 613010. Ph: 04362-3762786"
7136,"Harris, Brown and Hogan Clinic","No.804, 37, Shiva School Road, Old Mahabalipuram Road, Tambaram, Chennai, Tamil Nadu - 600032. Ph: 044-9134801"
7137,"Harmon Ltd Clinic","No.373, 35, Mariamman Nehru Street, VOC Road, Kovilpatti, Thoothukudi, Tamil Nadu - 628579. Ph: 0461-4286228"
7138,"Lara-Salinas Clinic","No.507, 40, Bharathiar Bazaar Street, Oppanakara Street, Gandhipuram, Coimbatore, Tamil Nadu - 641041. Ph: 0422-7603097"
7139,"Harris-Cruz Clinic","No.411/A, 27, Murugan Gandhi Road, Gandhi Nagar, Avadi, Chennai, Tamil Nadu - 600057. Ph: 044-3174242"
7140,"Mendoza, Weaver and Gonzales Clinic","No.774, 27, Mariamman Cross Street, VOC Road, Kayalpattinam, Thoothukudi, Tamil Nadu - 628347. Ph: 0461-4107250"
7141,"Johnson Group Clinic","No.305/1, 29, Gandhi Cross Street, Kalavasal, KK Nagar, Madurai, Tamil Nadu - 625005. Ph: 0452-7545999"
7142,"Mccoy-Fletcher Clinic","No.230, 43, Anna East Street, Gandhi Nagar, Ranipet, Vellore, Tamil Nadu - 632001. Ph: 0416-3335245"
7143,"Bond, Cantu and Lee Clinic","No.964, 32, Mariamman Hospital Road, Nehru Street, Sulur, Coimbatore, Tamil Nadu - 641113. Ph: 0422-4206359"
7144,"Smith Group Clinic","No.117/2, 45, Subash Kovil Street, Rajiv Gandhi Salai, Porur, Chennai, Tamil Nadu - 600064. Ph: 044-7000016"
7145,"Harper-Garcia Clinic","No.685/1, 10, Bharathiar Periyar Street, Junction Road, Ambasamudram, Tirunelveli, Tamil Nadu - 627007. Ph: 0462-5033502"
7146,"Diaz Group Clinic","No.269/1, 33, Gandhi Ambedkar Road, Nehru Street, Avadi, Chennai, Tamil Nadu - 600007. Ph: 044-5215175"
7147,"Edwards-Bruce Clinic","No.291, 34, Vinayagar 1st Street, Market Street, Sendurai, Ariyalur, Tamil Nadu - 621703. Ph: 04329-9010869"
7148,"Thompson Ltd Clinic","No.550/2, 12, APJ Kalam Big Street, Mundy Street, Uthamapalayam, Theni, Tamil Nadu - 625548. Ph: 04546-3111672"
7149,"Sims Ltd Clinic","No.21, 30, Vinayagar Tank Street, Vellore Road, Arni, Tiruvannamalai, Tamil Nadu - 606864. Ph: 04175-2235727"
7150,"Holland LLC Clinic","No.190, 26, APJ Kalam Raja Street, Hospital Road, Papanasam, Thanjavur, Tamil Nadu - 613008. Ph: 04362-2684769"
7151,"Martinez-Hansen Clinic","No.516/2, 25, Patel Raja Street, Chinthamani Road, Trichy, Tiruchirappalli, Tamil Nadu - 620009. Ph: 0431-9903415"
7152,"Luna-Johnson Clinic","No.575, 27, Patel South Street, Sankari Road, Kumarapalayam, Namakkal, Tamil Nadu - 637361. Ph: 04286-7605041"
7153,"Torres, Chavez and Gibson Clinic","No.175/B, 41, Kamaraj Anna Street, VOC Road, Erode, Erode, Tamil Nadu - 638009. Ph: 0424-2641061"
7154,"Graves and Sons Clinic","No.635/A, 1, Rajiv Anna Street, Sainathapuram, Vaniyambadi, Vellore, Tamil Nadu - 632009. Ph: 0416-4321778"
7155,"Matthews, Mcdonald and French Clinic","No.516, 10, Ambedkar South Street, Bay View Road, Rameswaram, Ramanathapuram, Tamil Nadu - 623579. Ph: 04567-7493327"
7156,"Walker, Graham and Day Clinic","No.249, 47, Rajaji North Street, Rajiv Gandhi Salai, Tambaram, Chennai, Tamil Nadu - 600037. Ph: 044-5365706"
7157,"Caldwell, Chen and Johnson Clinic","No.557/2, 42, Murugan Big Street, Villupuram Road, Ulundurpet, Kallakurichi, Tamil Nadu - 606212. Ph: 04151-2000039"
7158,"Lee, Blankenship and Miller Clinic","No.428/2, 15, APJ Kalam Anna Street, Station Road, Tirukoilur, Kallakurichi, Tamil Nadu - 606210. Ph: 04151-3772689"
7159,"Odonnell-Miller Clinic","No.909/A, 14, Nehru Old Street, Nagapattinam Road, Sembanarkoil, Mayiladuthurai, Tamil Nadu - 609393. Ph: 04364-9719845"
7160,"Reyes-Lopez Clinic","No.810/2, 30, Vivekananda Ambedkar Road, East Car Street, Sirkazhi, Nagapattinam, Tamil Nadu - 611012. Ph: 04365-9609824"
7161,"Johnson Inc Clinic","No.369/1, 35, Bharathiar Old Street, Market Street, Sirkazhi, Mayiladuthurai, Tamil Nadu - 609331. Ph: 04364-9486515"
7162,"Thompson Group Clinic","No.418, 12, Vivekananda Big Street, Villupuram Road, Ulundurpet, Kallakurichi, Tamil Nadu - 606209. Ph: 04151-6208517"
7163,"Porter, Brown and Travis Clinic","No.480, 30, Mariamman North Street, Mill Street, Palladam, Tiruppur, Tamil Nadu - 641641. Ph: 0421-7457999"
7164,"Norton, Taylor and Conrad Clinic","No.279/1, 4, Ambedkar Hospital Road, Anna Salai, Ambattur, Chennai, Tamil Nadu - 600039. Ph: 044-5492217"
7165,"Thompson-Sanders Clinic","No.225/1, 15, Vivekananda Kamaraj Road, Hospital Road, Thiruvaiyaru, Thanjavur, Tamil Nadu - 613006. Ph: 04362-5819340"
7166,"Butler-Peters Clinic","No.298, 3, Mariamman Bazaar Street, 1st Main Road, Perambur, Chennai, Tamil Nadu - 600031. Ph: 044-4211183"
7167,"Shaffer Inc Clinic","No.964, 50, Gandhi Tank Street, Palayamkottai Road, Kovilpatti, Thoothukudi, Tamil Nadu - 628828. Ph: 0461-2436497"
7168,"Smith-Morris Clinic","No.307, 5, MGR 3rd Street, Gandhi Road, Sriperumbudur, Kancheepuram, Tamil Nadu - 631537. Ph: 044-7168925"
7169,"Bartlett, Strong and Roy Clinic","No.628, 50, Vivekananda Nehru Street, Market Street, Poompuhar, Mayiladuthurai, Tamil Nadu - 609705. Ph: 04364-8365488"
7170,"Griffin LLC Clinic","No.528, 30, Nehru Ambedkar Road, Oppanakara Street, Annur, Coimbatore, Tamil Nadu - 641085. Ph: 0422-7373903"
7171,"Meyers-Frey Clinic","No.109/B, 44, Perumal Big Street, North Veli Street, Usilampatti, Madurai, Tamil Nadu - 625008. Ph: 0452-9809382"
7172,"Duncan-Robinson Clinic","No.500, 27, Murugan New Street, Anna Salai, Mylapore, Chennai, Tamil Nadu - 600119. Ph: 044-3520108"
7173,"Rivera LLC Clinic","No.349/B, 3, Nehru Main Road, Alagar Kovil Road, Paravai, Madurai, Tamil Nadu - 625015. Ph: 0452-7218432"
7174,"Frank, Bowers and Floyd Clinic","No.84/2, 30, Murugan Main Road, Gandhi Nagar, Wallajah, Vellore, Tamil Nadu - 632001. Ph: 0416-4041815"
7175,"Griffin, Simmons and Delacruz Clinic","No.381, 7, APJ Kalam 3rd Street, Old Mahabalipuram Road, Porur, Chennai, Tamil Nadu - 600027. Ph: 044-8779336"
7176,"Berg Group Clinic","No.233, 9, APJ Kalam Raja Street, Beach Road, Ottapidaram, Thoothukudi, Tamil Nadu - 628086. Ph: 0461-9131550"
7177,"Drake and Sons Clinic","No.354/B, 10, Vinayagar 3rd Street, Poonamallee High Road, T.Nagar, Chennai, Tamil Nadu - 600104. Ph: 044-7433660"
7178,"Newton-Harris Clinic","No.529/1, 7, Kamaraj Ambedkar Road, Kamaraj Road, Kangeyam, Tiruppur, Tamil Nadu - 641639. Ph: 0421-6882558"
7179,"Bond and Sons Clinic","No.925/A, 37, Rajiv Tank Street, Chinthamani Road, Srirangam, Tiruchirappalli, Tamil Nadu - 620004. Ph: 0431-4154891"
7180,"Davis-Johnson Clinic","No.304/1, 24, Shiva Bazaar Street, Cross Cut Road, Coimbatore, Coimbatore, Tamil Nadu - 641093. Ph: 0422-5777986"
7181,"Gomez Group Clinic","No.553/B, 43, Vinayagar Tank Street, Bypass Road, Kunnam, Perambalur, Tamil Nadu - 621205. Ph: 04328-9342461"
7182,"Austin-Bowman Clinic","No.952/B, 43, Perumal Gandhi Road, Salem Road, Namakkal, Namakkal, Tamil Nadu - 637064. Ph: 04286-2530515"
7183,"Scott, Walton and Cruz Clinic","No.696, 13, Perumal Kovil Street, Trichy Road, Sendurai, Ariyalur, Tamil Nadu - 621721. Ph: 04329-8786212"
7184,"Mathis, Fowler and Powell Clinic","No.210, 23, Mariamman Old Street, Salem Road, Tirukoilur, Kallakurichi, Tamil Nadu - 606213. Ph: 04151-8015074"
7185,"Soto LLC Clinic","No.306, 1, Ambedkar South Street, GST Road, Mylapore, Chennai, Tamil Nadu - 600089. Ph: 044-8319771"
7186,"Webb-Hernandez Clinic","No.836, 12, Kamaraj Nehru Street, Poonamallee High Road, Porur, Chennai, Tamil Nadu - 600102. Ph: 044-6639595"
7187,"Cook LLC Clinic","No.852/2, 8, Gandhi Periyar Street, Poonamallee High Road, Chennai, Chennai, Tamil Nadu - 600119. Ph: 044-2897610"
7188,"Wallace-Bernard Clinic","No.854, 35, Anna Hospital Road, Nethaji Road, Perundurai, Erode, Tamil Nadu - 638001. Ph: 0424-2049828"
7189,"Jennings, Velazquez and Davis Clinic","No.257/A, 36, Patel Old Street, VOC Road, Erode, Erode, Tamil Nadu - 638010. Ph: 0424-4299273"
7190,"Bauer PLC Clinic","No.26/B, 38, Periyar Hospital Road, Gandhi Street, Virudhunagar, Virudhunagar, Tamil Nadu - 626104. Ph: 04562-3298228"
7191,"Lawson, Morgan and Nguyen Clinic","No.566/2, 37, Vinayagar New Street, Gandhi Nagar, Kodambakkam, Chennai, Tamil Nadu - 600049. Ph: 044-5945598"
7192,"Wells and Sons Clinic","No.587/2, 1, Vivekananda Gandhi Road, Cross Cut Road, Singanallur, Coimbatore, Tamil Nadu - 641076. Ph: 0422-2750283"
7193,"Leonard-Leonard Clinic","No.486/1, 6, MGR Main Road, VOC Road, Bhavani, Erode, Tamil Nadu - 638007. Ph: 0424-7034942"
7194,"Rubio-Parks Clinic","No.738/B, 2, Rajiv Nehru Street, Tenkasi Road, Aruppukkottai, Virudhunagar, Tamil Nadu - 626116. Ph: 04562-5310913"
7195,"Ibarra-Dixon Clinic","No.913, 22, Anna South Street, Mount Road, Chennai, Chennai, Tamil Nadu - 600115. Ph: 044-6689118"
7196,"Schroeder PLC Clinic","No.591/1, 16, Rajaji Raja Street, Thiruvalluvar Salai, Panruti, Cuddalore, Tamil Nadu - 607487. Ph: 04142-4440296"
7197,"Bender, Brown and Smith Clinic","No.685/2, 7, Kamaraj New Street, Salai Road, Srirangam, Tiruchirappalli, Tamil Nadu - 620001. Ph: 0431-3833392"
7198,"Carlson and Sons Clinic","No.432/A, 47, Vinayagar Periyar Street, Alagar Kovil Road, Paravai, Madurai, Tamil Nadu - 625001. Ph: 0452-7116564"
7199,"Flores, Brown and Henderson Clinic","No.942/2, 27, Vivekananda Hospital Road, Maruthamalai Road, Saibaba Colony, Coimbatore, Tamil Nadu - 641101. Ph: 0422-8563152"
7200,"Sparks Ltd Clinic","No.321/1, 17, Shiva Cross Street, Bypass Road, Paravai, Madurai, Tamil Nadu - 625009. Ph: 0452-5547060"
7201,"Arnold, Hill and Wiley Clinic","No.971, 11, Perumal Cross Street, Beach Road, Kilvelur, Nagapattinam, Tamil Nadu - 611005. Ph: 04365-3110562"
7202,"Holland PLC Clinic","No.73/B, 46, Periyar Periyar Street, Cross Cut Road, Tirupur, Coimbatore, Tamil Nadu - 641057. Ph: 0422-9010400"
7203,"Hunt, Parks and Lyons Clinic","No.115, 18, APJ Kalam 2nd Street, Mount Road, Royapettah, Chennai, Tamil Nadu - 600054. Ph: 044-3907034"
7204,"Chapman-Martin Clinic","No.594/1, 15, MGR North Street, Avinashi Road, Gandhipuram, Coimbatore, Tamil Nadu - 641103. Ph: 0422-7095348"
7205,"Carroll, Bowen and Ellis Clinic","No.242, 36, Perumal Kovil Street, High Ground Road, Tirunelveli, Tirunelveli, Tamil Nadu - 627006. Ph: 0462-3482853"
7206,"Moss Group Clinic","No.351, 27, APJ Kalam Main Road, Anna Salai, Royapettah, Chennai, Tamil Nadu - 600103. Ph: 044-7835794"
7207,"Davis PLC Clinic","No.29, 40, Rajaji Big Street, Villupuram Road, Ulundurpet, Kallakurichi, Tamil Nadu - 606206. Ph: 04151-6562252"
7208,"Hayden, Snyder and Austin Clinic","No.123/1, 45, Bharathiar Tank Street, DB Road, Annur, Coimbatore, Tamil Nadu - 641106. Ph: 0422-8493640"
7209,"Owens-Jackson Clinic","No.992/B, 20, Nehru Market Street, Anna Salai, Manamadurai, Sivaganga, Tamil Nadu - 630452. Ph: 04575-8281845"
7210,"Davis, Gibson and Shelton Clinic","No.738/B, 6, Gandhi Cross Street, Junction Main Road, Mettur, Salem, Tamil Nadu - 636006. Ph: 0427-8028050"
7211,"Murillo, Johnson and Mendoza Clinic","No.905, 45, Anna South Street, Maruthamalai Road, Peelamedu, Coimbatore, Tamil Nadu - 641042. Ph: 0422-6343923"
7212,"Henderson-Miller Clinic","No.305/B, 37, Subash Market Street, Madurai Road, Karaikudi, Sivaganga, Tamil Nadu - 630286. Ph: 04575-9131565"
7213,"Smith LLC Clinic","No.971/1, 44, Shiva South Street, Mattuthavani Road, Anna Nagar, Madurai, Tamil Nadu - 625003. Ph: 0452-2135355"
7214,"Ford-Hurst Clinic","No.367, 3, Kamaraj New Street, NGO Colony, Tirunelveli, Tirunelveli, Tamil Nadu - 627004. Ph: 0462-3433713"
7215,"Baker, Lewis and Fitzgerald Clinic","No.639/B, 26, Nehru 1st Street, Sankari Road, Rasipuram, Namakkal, Tamil Nadu - 637289. Ph: 04286-3768417"
7216,"Chan, Thomas and Hughes Clinic","No.245, 1, Kamaraj Market Street, Kalavasal, Thirumangalam, Madurai, Tamil Nadu - 625004. Ph: 0452-8540057"
7217,"Fields-Cruz Clinic","No.917/B, 8, MGR Cross Street, Periyar Bus Stand Road, Vadipatti, Madurai, Tamil Nadu - 625002. Ph: 0452-9383458"
7218,"Williams-Ryan Clinic","No.950/1, 41, Kamaraj South Street, Bypass Road, Alangulam, Tenkasi, Tamil Nadu - 627857. Ph: 04633-9332802"
7219,"Hoffman-Torres Clinic","No.674, 40, Vivekananda Anna Street, Trichy Road, Budalur, Thanjavur, Tamil Nadu - 613005. Ph: 04362-7261575"
7220,"Lopez PLC Clinic","No.826/2, 16, Patel Main Road, Brough Road, Bhavani, Erode, Tamil Nadu - 638008. Ph: 0424-8537640"
7221,"Hunter, Harris and Carter Clinic","No.250, 19, Mariamman Ambedkar Road, Salai Road, Ariyamangalam, Tiruchirappalli, Tamil Nadu - 620012. Ph: 0431-9227599"
7222,"Bean PLC Clinic","No.566, 38, Nehru East Street, Mill Street, Palladam, Tiruppur, Tamil Nadu - 641618. Ph: 0421-6648409"
7223,"Kim, Mullen and Sweeney Clinic","No.799/1, 29, Anna Big Street, Market Street, Sivagiri, Tenkasi, Tamil Nadu - 627838. Ph: 04633-7319657"
7224,"Wells-Fuentes Clinic","No.66/1, 12, Perumal Tank Street, Arcot Road, Vaniyambadi, Vellore, Tamil Nadu - 632010. Ph: 0416-3127992"
7225,"Vincent, Fowler and Harris Clinic","No.273, 38, Vinayagar North Street, SIPCOT Road, Sholinghur, Ranipet, Tamil Nadu - 632488. Ph: 04172-6899001"
7226,"Evans, Harris and Stone Clinic","No.197/2, 31, Kamaraj Gandhi Road, Mundy Street, Theni, Theni, Tamil Nadu - 625575. Ph: 04546-2898286"
7227,"Fritz-Johnson Clinic","No.303/A, 47, Perumal Old Street, Ammapet, Attur, Salem, Tamil Nadu - 636001. Ph: 0427-8675337"
7228,"Dyer Inc Clinic","No.852/B, 31, Rajaji Ambedkar Road, Mysore Road, Gudalur, Nilgiris, Tamil Nadu - 643128. Ph: 0423-4619321"
7229,"Kennedy-Williamson Clinic","No.598, 46, Gandhi 2nd Street, Trichy Road, Oddanchatram, Dindigul, Tamil Nadu - 624441. Ph: 0451-6714434"
7230,"Roy-Harris Clinic","No.680/2, 21, Ambedkar Big Street, Hospital Street, Papanasam, Tiruvarur, Tamil Nadu - 611222. Ph: 04366-5102366"
7231,"Bolton and Sons Clinic","No.170/1, 31, Bharathiar Big Street, Cross Cut Road, Singanallur, Coimbatore, Tamil Nadu - 641003. Ph: 0422-5849334"
7232,"Lopez-Moore Clinic","No.400/A, 9, Kamaraj Main Road, Salem Road, Veppanthattai, Perambalur, Tamil Nadu - 621219. Ph: 04328-5881895"
7233,"Smith, Rodriguez and Schmidt Clinic","No.976, 9, Vinayagar New Street, Beach Road, Sirkazhi, Nagapattinam, Tamil Nadu - 611042. Ph: 04365-6687068"
7234,"Scott-Anderson Clinic","No.484/B, 21, Mariamman School Road, 2nd Cross Street, Adyar, Chennai, Tamil Nadu - 600006. Ph: 044-7683331"
7235,"Harmon-Mann Clinic","No.852, 36, Perumal 3rd Street, Gandhi Street, Villupuram, Villupuram, Tamil Nadu - 605522. Ph: 04146-4691929"
7236,"Carroll-Cooke Clinic","No.607/B, 5, Shiva Nehru Street, Alagar Kovil Road, Melur, Madurai, Tamil Nadu - 625009. Ph: 0452-3962751"
7237,"Gonzalez, Davila and Smith Clinic","No.949/B, 14, MGR Old Street, Girivalam Road, Vandavasi, Tiruvannamalai, Tamil Nadu - 606606. Ph: 04175-5107054"
7238,"Wood-Jordan Clinic","No.850, 4, Subash Anna Street, Madurai Road, Pudukkottai, Pudukottai, Tamil Nadu - 622193. Ph: 04322-4695061"
7239,"Bird-Steele Clinic","No.239/A, 27, Nehru Market Street, Promenade Road, Trichy, Tiruchirappalli, Tamil Nadu - 620001. Ph: 0431-5052447"
7240,"Rodriguez, Beard and Kidd Clinic","No.595/2, 43, Mariamman School Road, Nehru Street, Coimbatore, Coimbatore, Tamil Nadu - 641060. Ph: 0422-3729570"
7241,"Harris, Ortega and Burton Clinic","No.634/B, 40, Mariamman Periyar Street, Saradha College Road, Namakkal, Salem, Tamil Nadu - 636007. Ph: 0427-3906275"
7242,"Torres-Robbins Clinic","No.621, 3, Rajaji North Street, GST Road, Royapettah, Chennai, Tamil Nadu - 600021. Ph: 044-2163792"
7243,"Scott-Flowers Clinic","No.543/2, 47, Rajiv West Street, Chinthamani Road, Lalgudi, Tiruchirappalli, Tamil Nadu - 620003. Ph: 0431-5851800"
7244,"Bell-Ayala Clinic","No.138, 22, Kamaraj Cross Street, Nehru Street, Mylapore, Chennai, Tamil Nadu - 600016. Ph: 044-2501595"
7245,"Walls, Irwin and Martin Clinic","No.179/B, 25, Kamaraj North Street, South Veli Street, Arapalayam, Madurai, Tamil Nadu - 625021. Ph: 0452-3369395"
7246,"Bartlett, Ball and Wilcox Clinic","No.381/2, 38, Ambedkar Ambedkar Road, Anna Salai, Adyar, Chennai, Tamil Nadu - 600039. Ph: 044-7705488"
7247,"Harrington, Wyatt and Combs Clinic","No.985/A, 15, Anna Main Road, 1st Main Road, Anna Nagar, Chennai, Tamil Nadu - 600002. Ph: 044-8956880"
7248,"Kim-Ryan Clinic","No.537/1, 18, Shiva New Street, Saradha College Road, Namakkal, Salem, Tamil Nadu - 636003. Ph: 0427-8851255"
7249,"Meyers-Goodman Clinic","No.572, 45, Bharathiar School Road, Krishnagiri Road, Pennagaram, Dharmapuri, Tamil Nadu - 636757. Ph: 04342-7914134"
7250,"Rodriguez-Hicks Clinic","No.673/1, 35, Rajiv Kamaraj Road, Bharathidasan Road, Ariyamangalam, Tiruchirappalli, Tamil Nadu - 620018. Ph: 0431-3071773"
7251,"Sanchez-Griffin Clinic","No.950/1, 28, Mariamman West Street, Trichy Road, Annur, Coimbatore, Tamil Nadu - 641033. Ph: 0422-7902861"
7252,"Smith, Smith and Stevenson Clinic","No.278/B, 25, Patel North Street, Trichy Road, Krishnarayapuram, Karur, Tamil Nadu - 639056. Ph: 04324-6000192"
7253,"Adams-Wilson Clinic","No.904/B, 36, Indira Kovil Street, Krishnagiri Road, Dharmapuri, Dharmapuri, Tamil Nadu - 636724. Ph: 04342-2329104"
7254,"Fox-Brown Clinic","No.485/B, 48, Perumal Hospital Road, Rockfort Road, Woraiyur, Tiruchirappalli, Tamil Nadu - 620011. Ph: 0431-8825977"
7255,"Young and Sons Clinic","No.462/B, 5, Nehru Cross Street, Saradha College Road, Suramangalam, Salem, Tamil Nadu - 636002. Ph: 0427-6243375"
7256,"Powell PLC Clinic","No.581/1, 26, Anna Raja Street, Race Course Road, Kinathukadavu, Coimbatore, Tamil Nadu - 641112. Ph: 0422-7714631"
7257,"Jackson, Bridges and Shah Clinic","No.464/1, 24, Ambedkar Nehru Street, Salai Road, Kulithalai, Tiruchirappalli, Tamil Nadu - 620018. Ph: 0431-9026040"
7258,"Patterson, Huber and Coleman Clinic","No.371/B, 19, Nehru Hospital Road, Nethaji Road, Dharapuram, Erode, Tamil Nadu - 638005. Ph: 0424-5446179"
7259,"Salas, Cooper and Castaneda Clinic","No.874/B, 19, Bharathiar Main Road, Trichy Road, Manamadurai, Sivaganga, Tamil Nadu - 630645. Ph: 04575-7112043"
7260,"Carter LLC Clinic","No.706, 32, Vivekananda Tank Street, Gandhi Nagar, Chennai, Chennai, Tamil Nadu - 600067. Ph: 044-5852303"
7261,"Harrington, Delacruz and Clark Clinic","No.325/A, 8, Ambedkar Raja Street, Rajiv Gandhi Salai, T.Nagar, Chennai, Tamil Nadu - 600030. Ph: 044-4887975"
7262,"Valdez, Wilkins and Thomas Clinic","No.754/A, 48, Vinayagar South Street, Sainathapuram, Arcot, Vellore, Tamil Nadu - 632012. Ph: 0416-2510411"
7263,"Ortega, Houston and Casey Clinic","No.964, 28, Murugan Ambedkar Road, Old Town Road, Kurumbalur, Perambalur, Tamil Nadu - 621115. Ph: 04328-5041382"
7264,"Cantrell Inc Clinic","No.182, 6, Vivekananda Hospital Road, 1st Main Road, Chromepet, Chennai, Tamil Nadu - 600021. Ph: 044-9535251"
7265,"Murphy-Blanchard Clinic","No.720/1, 24, Patel Nehru Street, Chinthamani Road, Manachanallur, Tiruchirappalli, Tamil Nadu - 620008. Ph: 0431-6838007"
7266,"Brandt, Hernandez and Ware Clinic","No.542/A, 11, Rajaji Bazaar Street, Salai Road, Chengalpet, Kancheepuram, Tamil Nadu - 631551. Ph: 044-5092159"
7267,"Clark-Huang Clinic","No.488/1, 8, Rajaji East Street, Mattuthavani Road, Madurai, Madurai, Tamil Nadu - 625005. Ph: 0452-4818078"
